project_id,sprint_velocity,scope_changes,team_load,on_time
403,451.82,482.76,225.09,1
404,290.86,255.77,269.08,1
405,416.42,410.46,372.0,1
406,224.89,49.89,492.64,0
407,38.15,436.29,93.08,0
408,349.99,423.75,469.28,1
409,123.44,226.54,321.96,0
410,223.75,185.93,36.45,0
411,370.24,355.83,286.01,1
412,450.36,121.75,377.66,1
413,144.74,175.88,218.8,0
414,495.96,330.93,378.34,1
415,71.81,245.65,256.63,0
416,217.34,26.51,334.3,0
417,407.54,267.35,207.8,1
418,492.95,26.88,283.77,0
419,347.04,296.85,305.55,1
420,424.83,234.4,296.64,1
421,353.78,11.3,136.4,0
422,235.44,341.84,377.5,1
423,409.94,467.48,441.53,1
424,18.36,331.25,455.79,0
425,473.52,133.68,255.7,1
426,148.62,18.18,279.44,0
427,246.34,333.88,68.09,0
428,129.11,235.22,195.85,0
429,208.04,16.82,289.34,0
430,378.8,291.56,470.56,1
431,267.08,455.03,330.35,1
432,20.0,450.49,352.09,1
433,308.81,395.33,494.3,1
434,239.21,221.96,283.78,0
435,219.45,446.88,275.72,1
436,450.85,154.63,382.04,1
437,264.1,376.28,181.99,1
438,251.4,225.16,110.0,0
439,334.87,413.57,226.96,1
440,223.8,126.12,270.6,0
441,103.63,394.56,126.61,0
442,311.34,383.58,475.09,1
443,461.21,134.7,352.83,1
444,429.03,256.74,478.43,1
445,227.35,102.37,494.68,1
446,135.03,50.35,67.85,0
447,274.59,479.27,279.01,1
448,274.58,393.91,434.56,1
449,258.79,166.34,246.95,0
450,96.96,37.08,124.85,0
451,220.96,120.05,244.24,0
452,52.79,197.72,244.64,0
453,490.45,198.16,298.08,1
454,390.73,142.15,480.63,1
455,179.88,24.82,113.44,0
456,360.27,219.71,276.24,1
457,378.79,56.42,236.79,0
458,111.47,258.12,485.95,1
459,282.53,392.99,168.41,1
460,270.86,205.25,257.14,0
461,284.05,244.36,375.4,1
462,191.1,142.64,354.78,0
463,82.7,222.95,362.4,0
464,482.19,45.47,44.0,0
465,22.96,288.5,39.23,0
466,220.41,380.34,487.73,1
467,228.06,68.99,354.72,0
468,126.2,124.35,483.88,0
469,188.11,108.18,480.03,0
470,400.61,452.19,212.68,1
471,83.79,99.43,154.28,0
472,451.47,229.74,240.27,1
473,497.13,494.5,252.33,1
474,169.88,255.68,477.07,1
475,109.45,220.67,29.47,0
476,276.46,497.93,310.95,1
477,186.07,131.98,272.41,0
478,79.56,160.03,450.17,0
479,317.59,386.42,144.88,1
480,72.2,19.79,414.38,0
481,390.5,449.73,464.89,1
482,16.34,43.03,79.32,0
483,418.84,203.5,321.51,1
484,270.85,392.59,80.02,0
485,288.37,479.95,291.51,1
486,146.03,268.85,196.26,0
487,493.0,241.31,384.04,1
488,16.22,172.97,328.53,0
489,444.03,242.32,397.16,1
490,408.07,390.74,36.95,1
491,499.82,406.77,110.35,1
492,197.43,175.44,221.43,0
493,146.39,139.82,386.82,0
494,461.61,59.67,267.67,0
495,305.96,234.14,220.81,0
496,255.89,96.31,372.41,0
497,351.72,317.01,455.03,1
498,366.58,476.21,53.06,1
499,215.97,16.9,201.91,0
500,192.51,16.4,421.65,0
